catch_record_code,crc_name,hydrologic_system,block,region,year,harvest_fish,harvest_species,harvest_license_year,status,source,note,creel_unit,crc_resolution,denominator_pathway,coverage
876,Stillaguamish River,Stillaguamish R. System,Puget Sound,Puget Sound,2025,,,,P1 creel estimate in hand,multi_fishery_trip_summary.csv,Stillaguamish salmon and gamefish 2025-26,Stillaguamish salmon and gamefish,"CRC-native effort, pooled denominator",crc_own,No harvest file for this year
878,Tahuya River,Tahuya R. System,Puget Sound,Puget Sound,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
878,Tahuya River,Tahuya R. System,Puget Sound,Puget Sound,2023,,,,Not yet assessed,,,,standalone,,Neither
878,Tahuya River,Tahuya R. System,Puget Sound,Puget Sound,2024,,,,Not yet assessed,,,,standalone,,Neither
878,Tahuya River,Tahuya R. System,Puget Sound,Puget Sound,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
880,Union River,Union R. System,Puget Sound,Puget Sound,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
880,Union River,Union R. System,Puget Sound,Puget Sound,2023,,,,Not yet assessed,,,,standalone,,Neither
880,Union River,Union R. System,Puget Sound,Puget Sound,2024,,,,Not yet assessed,,,,standalone,,Neither
880,Union River,Union R. System,Puget Sound,Puget Sound,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
882,West Twin River,West Twin R. System,Puget Sound,Puget Sound,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
882,West Twin River,West Twin R. System,Puget Sound,Puget Sound,2023,,,,Not yet assessed,,,,standalone,,Neither
882,West Twin River,West Twin R. System,Puget Sound,Puget Sound,2024,,,,Not yet assessed,,,,standalone,,Neither
882,West Twin River,West Twin R. System,Puget Sound,Puget Sound,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
884,Whatcom Creek,Whatcom Cr. System,Puget Sound,Puget Sound,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
884,Whatcom Creek,Whatcom Cr. System,Puget Sound,Puget Sound,2023,135.0,2.0,2023-24,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
884,Whatcom Creek,Whatcom Cr. System,Puget Sound,Puget Sound,2024,13.0,1.0,2024-25,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
884,Whatcom Creek,Whatcom Cr. System,Puget Sound,Puget Sound,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
552,Chelan River,Chelan River,Upper Columbia / Snake,Columbia - Upper,2022,,,,Requested - awaiting response,Chad Jackson (R2),Contacted 2026-08-11; response pending,,standalone,,No harvest file for this year
552,Chelan River,Chelan River,Upper Columbia / Snake,Columbia - Upper,2023,,,,Requested - awaiting response,Chad Jackson (R2),Contacted 2026-08-11; response pending,,standalone,,Neither
552,Chelan River,Chelan River,Upper Columbia / Snake,Columbia - Upper,2024,,,,Requested - awaiting response,Chad Jackson (R2),Contacted 2026-08-11; response pending,,standalone,,Neither
552,Chelan River,Chelan River,Upper Columbia / Snake,Columbia - Upper,2025,,,,Requested - awaiting response,Chad Jackson (R2),Contacted 2026-08-11; response pending,,standalone,,No harvest file for this year
586,Entiat River,Entiat R. System,Upper Columbia / Snake,Columbia - Upper,2022,,,,Requested - awaiting response,Chad Jackson (R2),Contacted 2026-08-11; response pending,,standalone,,No harvest file for this year
586,Entiat River,Entiat R. System,Upper Columbia / Snake,Columbia - Upper,2023,80.0,2.0,2023-24,Requested - awaiting response,Chad Jackson (R2),Contacted 2026-08-11; response pending,,standalone,,"CRC harvest, no creel"
586,Entiat River,Entiat R. System,Upper Columbia / Snake,Columbia - Upper,2024,63.0,1.0,2024-25,Requested - awaiting response,Chad Jackson (R2),Contacted 2026-08-11; response pending,,standalone,,"CRC harvest, no creel"
586,Entiat River,Entiat R. System,Upper Columbia / Snake,Columbia - Upper,2025,,,,Requested - awaiting response,Chad Jackson (R2),Contacted 2026-08-11; response pending,,standalone,,No harvest file for this year
592,Grande Ronde River,Grande Ronde R. System,Upper Columbia / Snake,Columbia - Upper,2022,,,,Requested - awaiting response,Jeremy Trump (Snake R. region),Contacted 2026-08-11; response pending,,standalone,,No harvest file for this year
592,Grande Ronde River,Grande Ronde R. System,Upper Columbia / Snake,Columbia - Upper,2023,,,,Requested - awaiting response,Jeremy Trump (Snake R. region),Contacted 2026-08-11; response pending,,standalone,,Neither
592,Grande Ronde River,Grande Ronde R. System,Upper Columbia / Snake,Columbia - Upper,2024,,,,Requested - awaiting response,Jeremy Trump (Snake R. region),Contacted 2026-08-11; response pending,,standalone,,Neither
592,Grande Ronde River,Grande Ronde R. System,Upper Columbia / Snake,Columbia - Upper,2025,,,,Requested - awaiting response,Jeremy Trump (Snake R. region),Contacted 2026-08-11; response pending,,standalone,,No harvest file for this year
621,Methow River,Methow R. System,Upper Columbia / Snake,Columbia - Upper,2022,,,,Requested - awaiting response,Chad Jackson (R2),Contacted 2026-08-11; response pending,,standalone,,No harvest file for this year
621,Methow River,Methow R. System,Upper Columbia / Snake,Columbia - Upper,2023,,,,Requested - awaiting response,Chad Jackson (R2),Contacted 2026-08-11; response pending,,standalone,,Neither
621,Methow River,Methow R. System,Upper Columbia / Snake,Columbia - Upper,2024,63.0,1.0,2024-25,Requested - awaiting response,Chad Jackson (R2),Contacted 2026-08-11; response pending,,standalone,,"CRC harvest, no creel"
621,Methow River,Methow R. System,Upper Columbia / Snake,Columbia - Upper,2025,,,,Requested - awaiting response,Chad Jackson (R2),Contacted 2026-08-11; response pending,,standalone,,No harvest file for this year
627,Okanogan River,Okanogan R. System,Upper Columbia / Snake,Columbia - Upper,2022,,,,Requested - awaiting response,Chad Jackson (R2),Contacted 2026-08-11; response pending,,standalone,,No harvest file for this year
627,Okanogan River,Okanogan R. System,Upper Columbia / Snake,Columbia - Upper,2023,,,,Requested - awaiting response,Chad Jackson (R2),Contacted 2026-08-11; response pending,,standalone,,Neither
627,Okanogan River,Okanogan R. System,Upper Columbia / Snake,Columbia - Upper,2024,361.0,2.0,2024-25,Requested - awaiting response,Chad Jackson (R2),Contacted 2026-08-11; response pending,,standalone,,"CRC harvest, no creel"
627,Okanogan River,Okanogan R. System,Upper Columbia / Snake,Columbia - Upper,2025,,,,Requested - awaiting response,Chad Jackson (R2),Contacted 2026-08-11; response pending,,standalone,,No harvest file for this year
629,Similkameen River,Okanogan R. System,Upper Columbia / Snake,Columbia - Upper,2022,,,,Requested - awaiting response,Chad Jackson (R2),Contacted 2026-08-11; response pending,,standalone,,No harvest file for this year
629,Similkameen River,Okanogan R. System,Upper Columbia / Snake,Columbia - Upper,2023,,,,Requested - awaiting response,Chad Jackson (R2),Contacted 2026-08-11; response pending,,standalone,,Neither
629,Similkameen River,Okanogan R. System,Upper Columbia / Snake,Columbia - Upper,2024,,,,Requested - awaiting response,Chad Jackson (R2),Contacted 2026-08-11; response pending,,standalone,,Neither
629,Similkameen River,Okanogan R. System,Upper Columbia / Snake,Columbia - Upper,2025,,,,Requested - awaiting response,Chad Jackson (R2),Contacted 2026-08-11; response pending,,standalone,,No harvest file for this year
640,Snake R 1: below Ice Harbor Dam,Snake R. Mainstem,Upper Columbia / Snake,Columbia - Snake,2022,,,,Requested - awaiting response,Jeremy Trump (Snake R. region),Contacted 2026-08-11; response pending,,standalone,,No harvest file for this year
640,Snake R 1: below Ice Harbor Dam,Snake R. Mainstem,Upper Columbia / Snake,Columbia - Snake,2023,394.0,3.0,2023-24,Requested - awaiting response,Jeremy Trump (Snake R. region),Contacted 2026-08-11; response pending,,standalone,,"CRC harvest, no creel"
640,Snake R 1: below Ice Harbor Dam,Snake R. Mainstem,Upper Columbia / Snake,Columbia - Snake,2024,767.0,3.0,2024-25,Requested - awaiting response,Jeremy Trump (Snake R. region),Contacted 2026-08-11; response pending,,standalone,,"CRC harvest, no creel"
640,Snake R 1: below Ice Harbor Dam,Snake R. Mainstem,Upper Columbia / Snake,Columbia - Snake,2025,,,,Requested - awaiting response,Jeremy Trump (Snake R. region),Contacted 2026-08-11; response pending,,standalone,,No harvest file for this year
642,Snake R 2: Ice Harbor to Lower Monumental Dam,Snake R. Mainstem,Upper Columbia / Snake,Columbia - Snake,2022,,,,Requested - awaiting response,Jeremy Trump (Snake R. region),Contacted 2026-08-11; response pending,,standalone,,No harvest file for this year
642,Snake R 2: Ice Harbor to Lower Monumental Dam,Snake R. Mainstem,Upper Columbia / Snake,Columbia - Snake,2023,,,,Requested - awaiting response,Jeremy Trump (Snake R. region),Contacted 2026-08-11; response pending,,standalone,,Neither
642,Snake R 2: Ice Harbor to Lower Monumental Dam,Snake R. Mainstem,Upper Columbia / Snake,Columbia - Snake,2024,67.0,2.0,2024-25,Requested - awaiting response,Jeremy Trump (Snake R. region),Contacted 2026-08-11; response pending,,standalone,,"CRC harvest, no creel"
642,Snake R 2: Ice Harbor to Lower Monumental Dam,Snake R. Mainstem,Upper Columbia / Snake,Columbia - Snake,2025,,,,Requested - awaiting response,Jeremy Trump (Snake R. region),Contacted 2026-08-11; response pending,,standalone,,No harvest file for this year
644,Snake R 3: Lower Monumental to Little Goose Dam,Snake R. Mainstem,Upper Columbia / Snake,Columbia - Snake,2022,,,,Requested - awaiting response,Jeremy Trump (Snake R. region),Contacted 2026-08-11; response pending,,standalone,,No harvest file for this year
644,Snake R 3: Lower Monumental to Little Goose Dam,Snake R. Mainstem,Upper Columbia / Snake,Columbia - Snake,2023,1334.0,3.0,2023-24,Requested - awaiting response,Jeremy Trump (Snake R. region),Contacted 2026-08-11; response pending,,standalone,,"CRC harvest, no creel"
644,Snake R 3: Lower Monumental to Little Goose Dam,Snake R. Mainstem,Upper Columbia / Snake,Columbia - Snake,2024,928.0,2.0,2024-25,Requested - awaiting response,Jeremy Trump (Snake R. region),Contacted 2026-08-11; response pending,,standalone,,"CRC harvest, no creel"
644,Snake R 3: Lower Monumental to Little Goose Dam,Snake R. Mainstem,Upper Columbia / Snake,Columbia - Snake,2025,,,,Requested - awaiting response,Jeremy Trump (Snake R. region),Contacted 2026-08-11; response pending,,standalone,,No harvest file for this year
646,Snake R 4: Little Goose to Lower Granite Dam,Snake R. Mainstem,Upper Columbia / Snake,Columbia - Snake,2022,,,,Requested - awaiting response,Jeremy Trump (Snake R. region),Contacted 2026-08-11; response pending,,standalone,,No harvest file for this year
646,Snake R 4: Little Goose to Lower Granite Dam,Snake R. Mainstem,Upper Columbia / Snake,Columbia - Snake,2023,45.0,2.0,2023-24,Requested - awaiting response,Jeremy Trump (Snake R. region),Contacted 2026-08-11; response pending,,standalone,,"CRC harvest, no creel"
646,Snake R 4: Little Goose to Lower Granite Dam,Snake R. Mainstem,Upper Columbia / Snake,Columbia - Snake,2024,26.0,1.0,2024-25,Requested - awaiting response,Jeremy Trump (Snake R. region),Contacted 2026-08-11; response pending,,standalone,,"CRC harvest, no creel"
646,Snake R 4: Little Goose to Lower Granite Dam,Snake R. Mainstem,Upper Columbia / Snake,Columbia - Snake,2025,,,,Requested - awaiting response,Jeremy Trump (Snake R. region),Contacted 2026-08-11; response pending,,standalone,,No harvest file for this year
648,"Snake R 5: Lower Granite Dam to Interstate Bridge, Clarkston",Snake R. Mainstem,Upper Columbia / Snake,Columbia - Snake,2022,,,,Requested - awaiting response,Jeremy Trump (Snake R. region),Contacted 2026-08-11; response pending,,standalone,,No harvest file for this year
648,"Snake R 5: Lower Granite Dam to Interstate Bridge, Clarkston",Snake R. Mainstem,Upper Columbia / Snake,Columbia - Snake,2023,1910.0,2.0,2023-24,Requested - awaiting response,Jeremy Trump (Snake R. region),Contacted 2026-08-11; response pending,,standalone,,"CRC harvest, no creel"
648,"Snake R 5: Lower Granite Dam to Interstate Bridge, Clarkston",Snake R. Mainstem,Upper Columbia / Snake,Columbia - Snake,2024,2142.0,3.0,2024-25,Requested - awaiting response,Jeremy Trump (Snake R. region),Contacted 2026-08-11; response pending,,standalone,,"CRC harvest, no creel"
648,"Snake R 5: Lower Granite Dam to Interstate Bridge, Clarkston",Snake R. Mainstem,Upper Columbia / Snake,Columbia - Snake,2025,,,,Requested - awaiting response,Jeremy Trump (Snake R. region),Contacted 2026-08-11; response pending,,standalone,,No harvest file for this year
650,"Snake R 6: upstream of the Interstate Bridge, Clarkston",Snake R. Mainstem,Upper Columbia / Snake,Columbia - Snake,2022,,,,Requested - awaiting response,Jeremy Trump (Snake R. region),Contacted 2026-08-11; response pending,,standalone,,No harvest file for this year
650,"Snake R 6: upstream of the Interstate Bridge, Clarkston",Snake R. Mainstem,Upper Columbia / Snake,Columbia - Snake,2023,501.0,2.0,2023-24,Requested - awaiting response,Jeremy Trump (Snake R. region),Contacted 2026-08-11; response pending,,standalone,,"CRC harvest, no creel"
650,"Snake R 6: upstream of the Interstate Bridge, Clarkston",Snake R. Mainstem,Upper Columbia / Snake,Columbia - Snake,2024,375.0,3.0,2024-25,Requested - awaiting response,Jeremy Trump (Snake R. region),Contacted 2026-08-11; response pending,,standalone,,"CRC harvest, no creel"
650,"Snake R 6: upstream of the Interstate Bridge, Clarkston",Snake R. Mainstem,Upper Columbia / Snake,Columbia - Snake,2025,,,,Requested - awaiting response,Jeremy Trump (Snake R. region),Contacted 2026-08-11; response pending,,standalone,,No harvest file for this year
652,Palouse River,Palouse R. System,Upper Columbia / Snake,Columbia - Upper,2022,,,,Requested - awaiting response,Jeremy Trump (Snake R. region),Contacted 2026-08-11; response pending,,standalone,,No harvest file for this year
652,Palouse River,Palouse R. System,Upper Columbia / Snake,Columbia - Upper,2023,,,,Requested - awaiting response,Jeremy Trump (Snake R. region),Contacted 2026-08-11; response pending,,standalone,,Neither
652,Palouse River,Palouse R. System,Upper Columbia / Snake,Columbia - Upper,2024,,,,Requested - awaiting response,Jeremy Trump (Snake R. region),Contacted 2026-08-11; response pending,,standalone,,Neither
652,Palouse River,Palouse R. System,Upper Columbia / Snake,Columbia - Upper,2025,,,,Requested - awaiting response,Jeremy Trump (Snake R. region),Contacted 2026-08-11; response pending,,standalone,,No harvest file for this year
653,Tucannon River,Tucannon R. System,Upper Columbia / Snake,Columbia - Upper,2022,,,,Requested - awaiting response,Jeremy Trump (Snake R. region),Contacted 2026-08-11; response pending,,standalone,,No harvest file for this year
653,Tucannon River,Tucannon R. System,Upper Columbia / Snake,Columbia - Upper,2023,,,,Requested - awaiting response,Jeremy Trump (Snake R. region),Contacted 2026-08-11; response pending,,standalone,,Neither
653,Tucannon River,Tucannon R. System,Upper Columbia / Snake,Columbia - Upper,2024,,,,Requested - awaiting response,Jeremy Trump (Snake R. region),Contacted 2026-08-11; response pending,,standalone,,Neither
653,Tucannon River,Tucannon R. System,Upper Columbia / Snake,Columbia - Upper,2025,,,,Requested - awaiting response,Jeremy Trump (Snake R. region),Contacted 2026-08-11; response pending,,standalone,,No harvest file for this year
655,Mill Creek (Walla Walla Co.),Walla Walla R. System,Upper Columbia / Snake,Columbia - Upper,2022,,,,Requested - awaiting response,Jeremy Trump (Snake R. region),Contacted 2026-08-11; response pending,,standalone,,No harvest file for this year
655,Mill Creek (Walla Walla Co.),Walla Walla R. System,Upper Columbia / Snake,Columbia - Upper,2023,,,,Requested - awaiting response,Jeremy Trump (Snake R. region),Contacted 2026-08-11; response pending,,standalone,,Neither
655,Mill Creek (Walla Walla Co.),Walla Walla R. System,Upper Columbia / Snake,Columbia - Upper,2024,,,,Requested - awaiting response,Jeremy Trump (Snake R. region),Contacted 2026-08-11; response pending,,standalone,,Neither
655,Mill Creek (Walla Walla Co.),Walla Walla R. System,Upper Columbia / Snake,Columbia - Upper,2025,,,,Requested - awaiting response,Jeremy Trump (Snake R. region),Contacted 2026-08-11; response pending,,standalone,,No harvest file for this year
657,Touchet River,Walla Walla R. System,Upper Columbia / Snake,Columbia - Upper,2022,,,,Requested - awaiting response,Jeremy Trump (Snake R. region),Contacted 2026-08-11; response pending,,standalone,,No harvest file for this year
657,Touchet River,Walla Walla R. System,Upper Columbia / Snake,Columbia - Upper,2023,,,,Requested - awaiting response,Jeremy Trump (Snake R. region),Contacted 2026-08-11; response pending,,standalone,,Neither
657,Touchet River,Walla Walla R. System,Upper Columbia / Snake,Columbia - Upper,2024,,,,Requested - awaiting response,Jeremy Trump (Snake R. region),Contacted 2026-08-11; response pending,,standalone,,Neither
657,Touchet River,Walla Walla R. System,Upper Columbia / Snake,Columbia - Upper,2025,,,,Requested - awaiting response,Jeremy Trump (Snake R. region),Contacted 2026-08-11; response pending,,standalone,,No harvest file for this year
659,Walla Walla River,Walla Walla R. System,Upper Columbia / Snake,Columbia - Upper,2022,,,,Requested - awaiting response,Jeremy Trump (Snake R. region),Contacted 2026-08-11; response pending,,standalone,,No harvest file for this year
659,Walla Walla River,Walla Walla R. System,Upper Columbia / Snake,Columbia - Upper,2023,,,,Requested - awaiting response,Jeremy Trump (Snake R. region),Contacted 2026-08-11; response pending,,standalone,,Neither
659,Walla Walla River,Walla Walla R. System,Upper Columbia / Snake,Columbia - Upper,2024,,,,Requested - awaiting response,Jeremy Trump (Snake R. region),Contacted 2026-08-11; response pending,,standalone,,Neither
659,Walla Walla River,Walla Walla R. System,Upper Columbia / Snake,Columbia - Upper,2025,,,,Requested - awaiting response,Jeremy Trump (Snake R. region),Contacted 2026-08-11; response pending,,standalone,,No harvest file for this year
670,Lake Wenatchee,Wenatchee R. System,Upper Columbia / Snake,Columbia - Upper,2022,,,,Requested - awaiting response,Chad Jackson (R2),Contacted 2026-08-11; response pending,,standalone,,No harvest file for this year
670,Lake Wenatchee,Wenatchee R. System,Upper Columbia / Snake,Columbia - Upper,2023,23207.0,3.0,2023-24,Requested - awaiting response,Chad Jackson (R2),Contacted 2026-08-11; response pending,,standalone,,"CRC harvest, no creel"
670,Lake Wenatchee,Wenatchee R. System,Upper Columbia / Snake,Columbia - Upper,2024,31447.0,3.0,2024-25,Requested - awaiting response,Chad Jackson (R2),Contacted 2026-08-11; response pending,,standalone,,"CRC harvest, no creel"
670,Lake Wenatchee,Wenatchee R. System,Upper Columbia / Snake,Columbia - Upper,2025,,,,Requested - awaiting response,Chad Jackson (R2),Contacted 2026-08-11; response pending,,standalone,,No harvest file for this year
672,Icicle Creek,Wenatchee R. System,Upper Columbia / Snake,Columbia - Upper,2022,,,,Requested - awaiting response,Chad Jackson (R2),Contacted 2026-08-11; response pending,,standalone,,No harvest file for this year
672,Icicle Creek,Wenatchee R. System,Upper Columbia / Snake,Columbia - Upper,2023,616.0,3.0,2023-24,Requested - awaiting response,Chad Jackson (R2),Contacted 2026-08-11; response pending,,standalone,,"CRC harvest, no creel"
672,Icicle Creek,Wenatchee R. System,Upper Columbia / Snake,Columbia - Upper,2024,918.0,3.0,2024-25,Requested - awaiting response,Chad Jackson (R2),Contacted 2026-08-11; response pending,,standalone,,"CRC harvest, no creel"
672,Icicle Creek,Wenatchee R. System,Upper Columbia / Snake,Columbia - Upper,2025,,,,Requested - awaiting response,Chad Jackson (R2),Contacted 2026-08-11; response pending,,standalone,,No harvest file for this year
674,Wenatchee River,Wenatchee R. System,Upper Columbia / Snake,Columbia - Upper,2022,,,,Requested - awaiting response,Chad Jackson (R2),Contacted 2026-08-11; response pending,,standalone,,No harvest file for this year
674,Wenatchee River,Wenatchee R. System,Upper Columbia / Snake,Columbia - Upper,2023,67.0,2.0,2023-24,Requested - awaiting response,Chad Jackson (R2),Contacted 2026-08-11; response pending,,standalone,,"CRC harvest, no creel"
674,Wenatchee River,Wenatchee R. System,Upper Columbia / Snake,Columbia - Upper,2024,,,,Requested - awaiting response,Chad Jackson (R2),Contacted 2026-08-11; response pending,,standalone,,Neither
674,Wenatchee River,Wenatchee R. System,Upper Columbia / Snake,Columbia - Upper,2025,,,,Requested - awaiting response,Chad Jackson (R2),Contacted 2026-08-11; response pending,,standalone,,No harvest file for this year
690,Yakima River,Yakima R. System,Upper Columbia / Snake,Columbia - Upper,2022,,,,Provider data received - harmonizing,Todd Miller (2022 Yakima fall fishery summary),Sept 1 - Oct 31 only; confirm season coverage vs full-year need,Yakima fall salmon,standalone,provider-supplied,No harvest file for this year
690,Yakima River,Yakima R. System,Upper Columbia / Snake,Columbia - Upper,2023,412.0,4.0,2023-24,Requested - awaiting response,Todd Miller,Pending with Hanford Reach delivery,Yakima fall salmon,standalone,provider-supplied,"CRC harvest, no creel"
690,Yakima River,Yakima R. System,Upper Columbia / Snake,Columbia - Upper,2024,721.0,4.0,2024-25,Requested - awaiting response,Todd Miller,Pending with Hanford Reach delivery,Yakima fall salmon,standalone,provider-supplied,"CRC harvest, no creel"
690,Yakima River,Yakima R. System,Upper Columbia / Snake,Columbia - Upper,2025,,,,Requested - awaiting response,Todd Miller,Pending with Hanford Reach delivery,Yakima fall salmon,standalone,provider-supplied,No harvest file for this year
305,Bear River (Pacific Co.),Bear R. System,WA Coast,Coastal,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
305,Bear River (Pacific Co.),Bear R. System,WA Coast,Coastal,2023,17.0,1.0,2023-24,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
305,Bear River (Pacific Co.),Bear R. System,WA Coast,Coastal,2024,,,,Not yet assessed,,,,standalone,,Neither
305,Bear River (Pacific Co.),Bear R. System,WA Coast,Coastal,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
308,Cedar Creek (Grays Harbor Co.),Chehalis R. System,WA Coast,Coastal,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
308,Cedar Creek (Grays Harbor Co.),Chehalis R. System,WA Coast,Coastal,2023,,,,Not yet assessed,,,,standalone,,Neither
308,Cedar Creek (Grays Harbor Co.),Chehalis R. System,WA Coast,Coastal,2024,,,,Not yet assessed,,,,standalone,,Neither
308,Cedar Creek (Grays Harbor Co.),Chehalis R. System,WA Coast,Coastal,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
311,Cedar Creek (Jefferson Co.),Cedar Cr. System,WA Coast,Coastal,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
311,Cedar Creek (Jefferson Co.),Cedar Cr. System,WA Coast,Coastal,2023,,,,Not yet assessed,,,,standalone,,Neither
311,Cedar Creek (Jefferson Co.),Cedar Cr. System,WA Coast,Coastal,2024,,,,Not yet assessed,,,,standalone,,Neither
311,Cedar Creek (Jefferson Co.),Cedar Cr. System,WA Coast,Coastal,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
315,Chehalis R. above Black R.,Chehalis R. System,WA Coast,Coastal,2022,,,,Gap - no pathway identified,,CRC surveyed in other years but not this one - P2 ratio or P3 fill needed,Chehalis salmon,"CRC-native effort, pooled denominator",pool_within_unit,No harvest file for this year
315,Chehalis R. above Black R.,Chehalis R. System,WA Coast,Coastal,2023,12154.0,5.0,2023-24,P1 creel estimate in hand,multi_fishery_trip_summary.csv,Upper Chehalis salmon 2023,Chehalis salmon,"CRC-native effort, pooled denominator",pool_within_unit,Creel + CRC harvest
315,Chehalis R. above Black R.,Chehalis R. System,WA Coast,Coastal,2024,13550.0,5.0,2024-25,P1 creel estimate in hand,multi_fishery_trip_summary.csv,Chehalis salmon 2024,Chehalis salmon,"CRC-native effort, pooled denominator",pool_within_unit,Creel + CRC harvest
315,Chehalis R. above Black R.,Chehalis R. System,WA Coast,Coastal,2025,,,,P1 creel estimate in hand,multi_fishery_trip_summary.csv,Chehalis salmon 2025,Chehalis salmon,"CRC-native effort, pooled denominator",pool_within_unit,No harvest file for this year
317,Chehalis R. below Black R.,Chehalis R. System,WA Coast,Coastal,2022,,,,P1 creel estimate in hand,multi_fishery_trip_summary.csv,Chehalis salmon 2022,Chehalis salmon,"CRC-native effort, pooled denominator",crc_own,No harvest file for this year
317,Chehalis R. below Black R.,Chehalis R. System,WA Coast,Coastal,2023,,,,P1 creel estimate in hand,multi_fishery_trip_summary.csv,Lower Chehalis salmon 2023; Upper Chehalis salmon 2023,Chehalis salmon,"CRC-native effort, pooled denominator",crc_own,"Creel, no CRC harvest"
317,Chehalis R. below Black R.,Chehalis R. System,WA Coast,Coastal,2024,,,,P1 creel estimate in hand,multi_fishery_trip_summary.csv,Chehalis salmon 2024,Chehalis salmon,"CRC-native effort, pooled denominator",crc_own,"Creel, no CRC harvest"
317,Chehalis R. below Black R.,Chehalis R. System,WA Coast,Coastal,2025,,,,P1 creel estimate in hand,multi_fishery_trip_summary.csv,Chehalis salmon 2025,Chehalis salmon,"CRC-native effort, pooled denominator",crc_own,No harvest file for this year
319,"Chehalis River, So. Fork",Chehalis R. System,WA Coast,Coastal,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
319,"Chehalis River, So. Fork",Chehalis R. System,WA Coast,Coastal,2023,,,,Not yet assessed,,,,standalone,,Neither
319,"Chehalis River, So. Fork",Chehalis R. System,WA Coast,Coastal,2024,,,,Not yet assessed,,,,standalone,,Neither
319,"Chehalis River, So. Fork",Chehalis R. System,WA Coast,Coastal,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
320,Elk Creek,Chehalis R. System,WA Coast,Coastal,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
320,Elk Creek,Chehalis R. System,WA Coast,Coastal,2023,,,,Not yet assessed,,,,standalone,,Neither
320,Elk Creek,Chehalis R. System,WA Coast,Coastal,2024,,,,Not yet assessed,,,,standalone,,Neither
320,Elk Creek,Chehalis R. System,WA Coast,Coastal,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
321,Cloquallam Creek,Chehalis R. System,WA Coast,Coastal,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
321,Cloquallam Creek,Chehalis R. System,WA Coast,Coastal,2023,49.0,1.0,2023-24,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
321,Cloquallam Creek,Chehalis R. System,WA Coast,Coastal,2024,,,,Not yet assessed,,,,standalone,,Neither
321,Cloquallam Creek,Chehalis R. System,WA Coast,Coastal,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
323,Joe Creek,Joe Creek System,WA Coast,Coastal,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
323,Joe Creek,Joe Creek System,WA Coast,Coastal,2023,20.0,1.0,2023-24,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
323,Joe Creek,Joe Creek System,WA Coast,Coastal,2024,79.0,2.0,2024-25,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
323,Joe Creek,Joe Creek System,WA Coast,Coastal,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
325,Newaukum River,Chehalis R. System,WA Coast,Coastal,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
325,Newaukum River,Chehalis R. System,WA Coast,Coastal,2023,16.0,1.0,2023-24,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
325,Newaukum River,Chehalis R. System,WA Coast,Coastal,2024,,,,Not yet assessed,,,,standalone,,Neither
325,Newaukum River,Chehalis R. System,WA Coast,Coastal,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
327,Quinault Lake,Quinault R. System,WA Coast,Coastal,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
327,Quinault Lake,Quinault R. System,WA Coast,Coastal,2023,,,,Not yet assessed,,,,standalone,,Neither
327,Quinault Lake,Quinault R. System,WA Coast,Coastal,2024,,,,Not yet assessed,,,,standalone,,Neither
327,Quinault Lake,Quinault R. System,WA Coast,Coastal,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
329,Satsop River,Chehalis R. System,WA Coast,Coastal,2022,,,,P1 creel estimate in hand,multi_fishery_trip_summary.csv,Satsop salmon 2022,Satsop salmon,standalone,crc_own,No harvest file for this year
329,Satsop River,Chehalis R. System,WA Coast,Coastal,2023,4817.0,5.0,2023-24,P1 creel estimate in hand,multi_fishery_trip_summary.csv,Satsop salmon 2023,Satsop salmon,standalone,crc_own,Creel + CRC harvest
