fishery_name,study_design,year,month,catch_area_code,angler_final,total_effort_hrs,n_strata,n_strata_estimated,prop_strata_estimated,n_completed_angler_trips,mean_trip_length,trip_length_source,n_donor_obs,n_trip_length_obs,mean_group_size,sd,total_trips_est,trip_expansion,prev_int_status,pe_period
Lower Chehalis salmon 2023,Standard,2023,12,317,bank,57.431229454902315,6,1,0.16666666666666666,NA,2.7243935454545456,area_season,110,NA,1.309090909090909,1.831957853600363,21.080372015534316,estimated_donor,partial,week
Lower Chehalis salmon 2023,Standard,2023,12,317,boat,49.97051013277428,6,1,0.16666666666666666,NA,4.887572630434782,area_season,460,NA,2.0739130434782607,2.044173245039396,10.223993362596653,estimated_donor,partial,week
Lower Chehalis salmon 2023,Standard,2023,12,NA,bank,57.431229454902315,6,1,0.16666666666666666,NA,2.7243935454545456,type_season,110,NA,1.309090909090909,1.831957853600363,21.080372015534316,estimated_donor,partial,week
Lower Chehalis salmon 2023,Standard,2023,12,NA,boat,49.97051013277428,6,1,0.16666666666666666,NA,4.265555666666667,area_season,30,NA,1.8333333333333333,2.0838641785621173,11.714888759574883,estimated_donor,partial,week
Nisqually salmon 2022,Standard,2022,7,786,bank,2877.450291240095,40,18,0.45,63,2.6224868253968254,month,63,63,1.4603174603174602,1.5230340646856804,1097.2220197158433,estimated,not_collected,week
Nisqually salmon 2022,Standard,2022,7,786,boat,98.40771241830065,40,18,0.45,4,5.525,month,4,4,1.25,1.0997076547579967,17.811350663945817,estimated,not_collected,week
Nisqually salmon 2022,Standard,2022,8,786,bank,12046.563129012287,32,16,0.5,814,3.120434189189189,month,814,814,1.2776412776412776,1.9884358035073406,3860.5406807641907,estimated,not_collected,week
Nisqually salmon 2022,Standard,2022,8,786,boat,450.0453740014524,32,16,0.5,17,8.363725294117648,month,17,17,2.235294117647059,3.5812950542979523,53.809200825615,estimated,not_collected,week
Nisqually salmon 2022,Standard,2022,9,786,bank,32537.030217439205,36,18,0.5,911,3.9417674204171242,month,911,911,1.3106476399560922,2.2768383983151375,8254.426694205129,estimated,not_collected,week
Nisqually salmon 2022,Standard,2022,9,786,boat,1014.5261147421932,36,18,0.5,15,6.440001333333333,month,15,15,2.2666666666666666,3.1882148057536313,157.53507836885436,estimated,not_collected,week
Nisqually salmon 2022,Standard,2022,10,786,bank,8623.013020187442,36,18,0.5,490,3.2528571632653063,month,490,490,1.3510204081632653,1.7870354710920027,2650.9042934831564,estimated,not_collected,week
Nisqually salmon 2022,Standard,2022,10,786,boat,650.9047930283224,36,18,0.5,23,6.727536521739131,month,23,23,2.782608695652174,2.0704308427531974,96.75232396361001,estimated,not_collected,week
Nisqually salmon 2022,Standard,2022,11,786,bank,312.505857246625,20,10,0.5,5,2.233334,month,5,5,1,1.2608980816188118,139.92795401253238,estimated,not_collected,week
Nisqually salmon 2022,Standard,2022,11,786,boat,28.65249092229484,20,10,0.5,NA,7.044350677966102,area_season,59,NA,2.389830508474576,2.9127112931181753,4.067442441773442,estimated_donor,not_collected,week
Nisqually salmon 2023,Standard,2023,7,786,bank,4523.157921274344,30,20,0.6666666666666666,124,2.007123870967742,month,124,124,1.5887096774193548,1.2257182369936066,2253.551953967588,estimated,not_collected,week
Nisqually salmon 2023,Standard,2023,7,786,boat,399.73447530864195,30,20,0.6666666666666666,2,5.191665,month,2,2,2.5,4.537270869636284,76.9954292714653,estimated,not_collected,week
Nisqually salmon 2023,Standard,2023,8,786,bank,12528.28435553393,27,18,0.6666666666666666,634,3.037223974763407,month,634,634,1.3517350157728707,1.784199686790705,4124.91290060683,estimated,not_collected,week
Nisqually salmon 2023,Standard,2023,8,786,boat,1039.8058333333333,27,18,0.6666666666666666,14,5.559522857142857,month,14,14,2.357142857142857,3.3565523491785174,187.0314881424391,estimated,not_collected,week
Nisqually salmon 2023,Standard,2023,9,786,bank,34214.77235146062,30,20,0.6666666666666666,1089,3.505280174471993,month,1089,1089,1.3434343434343434,2.0058674059176633,9760.923706081343,estimated,not_collected,week
Nisqually salmon 2023,Standard,2023,9,786,boat,1944.3637962962964,30,20,0.6666666666666666,25,7.914,month,25,25,2.68,2.5526387200682485,245.68660554666369,estimated,not_collected,week
Nisqually salmon 2023,Standard,2023,10,786,bank,4847.997527758092,27,18,0.6666666666666666,215,2.963410651162791,month,215,215,1.2744186046511627,1.64866961089859,1635.9519818341146,estimated,not_collected,week
Nisqually salmon 2023,Standard,2023,10,786,boat,544.2242901234569,27,18,0.6666666666666666,15,7.594444666666667,month,15,15,2.533333333333333,2.68249463477793,71.66084078697044,estimated,not_collected,week
Nisqually salmon 2023,Standard,2023,11,786,bank,196.97254619973356,15,8,0.5333333333333333,5,2.066668,month,5,5,1.4,0.9502199306844705,95.30923505842911,estimated,not_collected,week
Nisqually salmon 2023,Standard,2023,11,786,boat,30.646666666666665,15,8,0.5333333333333333,NA,7.1425592857142854,area_season,56,NA,2.5535714285714284,2.9689658092724094,4.29071225603441,estimated_donor,not_collected,week
Nooksack fall salmon 2023,Standard,2023,11,794,bank,145.88446784696785,9,7,0.7777777777777778,17,2.236275294117647,month,17,17,1.411764705882353,1.2679039208626852,65.23546909931255,estimated,collected,week
Nooksack fall salmon 2023,Standard,2023,11,794,boat,142.22233796296297,9,7,0.7777777777777778,4,4.591665,month,4,4,1.75,1.3998335483073217,30.97402314039961,estimated,collected,week
Nooksack fall salmon 2024,Standard,2024,11,794,bank,1524.1209138645222,20,14,0.7,10,2.934999,month,10,10,1.5,1.5592694645139291,519.2918000532615,estimated,partial,week
Nooksack fall salmon 2024,Standard,2024,11,794,boat,304.8181481481481,20,14,0.7,2,4.725,month,2,2,2,1.520279579551077,64.51177738585146,estimated,partial,week
Puyallup Carbon salmon 2024,Standard,2024,8,802,bank,0,6,0,0,NA,3.1751872284644196,area_season,534,NA,1.5786516853932584,1.719138169118544,0,zero_effort,not_collected,week
Puyallup Carbon salmon 2024,Standard,2024,8,804,bank,62752.21956109929,12,12,1,1054,3.4438329601518025,month,1054,1054,1.5426944971537002,2.194715963317229,18221.62116664718,estimated,not_collected,week
Puyallup Carbon salmon 2024,Standard,2024,9,802,bank,21515.901286156673,8,7,0.875,368,3.2869565489130435,month,368,368,1.5869565217391304,1.797446177120777,6545.8429297678795,estimated,not_collected,week
Puyallup Carbon salmon 2024,Standard,2024,9,804,bank,34235.31483225327,16,14,0.875,496,3.1550066129032257,month,496,496,1.3366935483870968,1.8853876530802074,10851.107155287405,estimated,not_collected,week
Puyallup Carbon salmon 2024,Standard,2024,10,802,bank,14881.297528243738,9,9,1,166,2.9274094578313252,month,166,166,1.5602409638554218,1.5070552422213914,5083.435625458441,estimated,not_collected,week
Puyallup Carbon salmon 2024,Standard,2024,10,804,bank,4559.073028680639,18,18,1,48,2.6395835416666666,month,48,48,1.5208333333333333,1.4646284490621104,1727.194065546409,estimated,not_collected,week
Puyallup Carbon salmon 2025,Standard,2025,8,804,bank,112964.08830739598,10,10,1,945,3.2801939682539683,month,945,945,1.7153439153439154,1.938701389419991,34438.234263178725,estimated,not_collected,week
Puyallup Carbon salmon 2025,Standard,2025,9,802,bank,26640.77603029523,8,8,1,263,3.4260456653992395,month,263,263,1.7642585551330798,2.0601482197144434,7775.9547397015685,estimated,not_collected,week
Puyallup Carbon salmon 2025,Standard,2025,9,804,bank,108891.78444902164,16,16,1,885,2.9989641920903956,month,885,885,1.4700564971751413,1.6242396141614244,36309.798141710984,estimated,not_collected,week
Puyallup Carbon salmon 2025,Standard,2025,10,802,bank,16543.993472444727,9,9,1,144,2.696065,month,144,144,1.5625,1.734060582027012,6136.348149041187,estimated,not_collected,week
Puyallup Carbon salmon 2025,Standard,2025,10,804,bank,11102.687766982463,18,18,1,148,2.2740993243243244,month,148,148,1.4324324324324325,1.5075458914627464,4882.235198887484,estimated,not_collected,week
Puyallup_Carbon salmon 2022,Standard,2022,8,802,bank,3952.881678932843,5,1,0.2,NA,3.5057792879256966,area_season,323,NA,1.5789473684210527,2.11160014354701,1127.532954669171,estimated_donor,not_collected,week
Puyallup_Carbon salmon 2022,Standard,2022,8,804,bank,42976.27137963814,10,8,0.8,656,3.5484755335365854,month,656,656,1.475609756097561,2.120554698749893,12111.192813215166,estimated,not_collected,week
Puyallup_Carbon salmon 2022,Standard,2022,9,802,bank,14368.18729277829,9,9,1,323,3.5057792879256966,month,323,323,1.5789473684210527,2.11160014354701,4098.428940539401,estimated,not_collected,week
Puyallup_Carbon salmon 2022,Standard,2022,9,804,bank,45413.57776448942,18,18,1,1074,3.3466482216014897,month,1074,1074,1.3370577281191807,2.099924415844471,13569.86894271111,estimated,not_collected,week
Puyallup_Carbon salmon 2023,Standard,2023,8,802,bank,10189.038035087719,5,1,0.2,NA,3.009659071969697,area_season,528,NA,1.7708333333333333,1.6100276593863474,3385.4459230890284,estimated_donor,not_collected,week
Puyallup_Carbon salmon 2023,Standard,2023,8,804,bank,140791.6285802469,10,10,1,1129,3.5587687511071744,month,1129,1129,1.7015057573073515,2.082516066569471,39561.8930104534,estimated,not_collected,week
Puyallup_Carbon salmon 2023,Standard,2023,9,802,bank,30687.19456359649,10,10,1,364,3.162820576923077,month,364,364,1.835164835164835,1.6966253534202127,9702.477208950711,estimated,not_collected,week
Puyallup_Carbon salmon 2023,Standard,2023,9,804,bank,124959.01999431448,20,20,1,981,2.9693509887869523,month,981,981,1.601427115188583,1.6341711252684537,42082.94016645136,estimated,not_collected,week
Puyallup_Carbon salmon 2023,Standard,2023,10,802,bank,7079.630493421053,8,8,1,164,2.669715243902439,month,164,164,1.6280487804878048,1.3422887715018479,2651.82981952504,estimated,not_collected,week
Puyallup_Carbon salmon 2023,Standard,2023,10,804,bank,5604.106429093567,16,16,1,133,2.1110275939849625,month,133,133,1.518796992481203,1.1111958430203392,2654.6817507556875,estimated,not_collected,week
Quillayute fall salmon 2022,Standard,2022,9,398,bank,67.18300295033274,9,1,0.1111111111111111,NA,4.257843294117647,area_season,85,NA,1.6235294117647059,2.4166836300163537,15.778646208785633,estimated_donor,partial,week
Quillayute fall salmon 2022,Standard,2022,9,398,boat,0,9,1,0.1111111111111111,NA,6.628472361111111,area_season,72,NA,2.4444444444444446,1.6014455028368335,0,zero_effort,partial,week
Quillayute fall salmon 2022,Standard,2022,9,400,bank,0,9,1,0.1111111111111111,NA,5.4813729411764704,area_season,17,NA,1.7647058823529411,2.514374684799296,0,zero_effort,partial,week
Quillayute fall salmon 2022,Standard,2022,9,400,boat,0,9,1,0.1111111111111111,NA,4.0333325,area_season,4,NA,2.25,0.4642781733239244,0,zero_effort,partial,week
Quillayute fall salmon 2022,Standard,2022,9,402,bank,84.64643214772245,9,1,0.1111111111111111,NA,4.440702993197279,type_season,147,NA,1.8571428571428572,2.6383485167862046,19.061493704350973,estimated_donor,partial,week
Quillayute fall salmon 2022,Standard,2022,9,402,boat,0,9,1,0.1111111111111111,NA,6.008335,area_season,2,NA,1.5,4.254428157161665,0,zero_effort,partial,week
Quillayute fall salmon 2022,Standard,2022,9,404,bank,1614.1191975893587,9,3,0.3333333333333333,3,4.0722233333333335,month,3,3,2.3333333333333335,0.9295069282331002,396.37295537720803,estimated,partial,week
Quillayute fall salmon 2022,Standard,2022,9,404,boat,130.84148148148148,9,3,0.3333333333333333,2,5.441665,month,2,2,1.5,0.12963388619493021,24.044383746791006,estimated,partial,week
Quillayute fall salmon 2022,Standard,2022,9,406,bank,84.64643214772245,9,1,0.1111111111111111,NA,3.9006656,area_season,25,NA,1.96,2.8037572495582896,21.70050981753536,estimated_donor,partial,week
Quillayute fall salmon 2022,Standard,2022,9,406,boat,0,9,1,0.1111111111111111,NA,6.467677575757576,area_season,33,NA,3,2.20542587179754,0,zero_effort,partial,week
Quillayute fall salmon 2022,Standard,2022,10,398,bank,158.2825050080913,4,2,0.5,1,5.25,month,1,1,1,2.4166836300163537,30.14904857296977,estimated,partial,week
Quillayute fall salmon 2022,Standard,2022,10,398,boat,6.169794238683128,4,2,0.5,NA,6.628472361111111,area_season,72,NA,2.4444444444444446,1.6014455028368335,0.9308018352586,estimated_donor,partial,week
Quillayute fall salmon 2022,Standard,2022,10,400,bank,3.066399099183501,4,2,0.5,NA,5.4813729411764704,area_season,17,NA,1.7647058823529411,2.514374684799296,0.5594217237343019,estimated_donor,partial,week
Quillayute fall salmon 2022,Standard,2022,10,400,boat,0,4,2,0.5,NA,4.0333325,area_season,4,NA,2.25,0.4642781733239244,0,zero_effort,partial,week
Quillayute fall salmon 2022,Standard,2022,10,402,bank,2.31979195623494,4,2,0.5,NA,4.440702993197279,type_season,147,NA,1.8571428571428572,2.6383485167862046,0.5223929544012814,estimated_donor,partial,week
Quillayute fall salmon 2022,Standard,2022,10,402,boat,44.84166666666666,4,2,0.5,NA,6.008335,area_season,2,NA,1.5,4.254428157161665,7.463243422123877,estimated_donor,partial,week
Quillayute fall salmon 2022,Standard,2022,10,404,bank,681.3191192214118,4,2,0.5,7,5.992857142857143,month,7,7,3.857142857142857,3.8155001728201348,113.688530025027,estimated,partial,week
Quillayute fall salmon 2022,Standard,2022,10,404,boat,302.0451440329218,4,2,0.5,1,2,month,1,1,2,1.8548646914000788,151.0225720164609,estimated,partial,week
Quillayute fall salmon 2022,Standard,2022,10,406,bank,119.06684008553219,4,2,0.5,NA,3.9006656,area_season,25,NA,1.96,2.8037572495582896,30.52474943905271,estimated_donor,partial,week
Quillayute fall salmon 2022,Standard,2022,10,406,boat,139.50082304526748,4,2,0.5,1,5.68333,month,1,1,4,2.20542587179754,24.545613759058067,estimated,partial,week
Quillayute fall salmon 2022,Standard,2022,11,398,bank,743.2039645949408,9,8,0.8888888888888888,28,4.658928214285714,month,28,28,1.4285714285714286,2.732164111805408,159.52251900255678,estimated,partial,week
Quillayute fall salmon 2022,Standard,2022,11,398,boat,1173.836316872428,9,8,0.8888888888888888,29,6.9212644827586205,month,29,29,2.7586206896551726,1.5410124036202077,169.59853503598086,estimated,partial,week
Quillayute fall salmon 2022,Standard,2022,11,400,bank,517.1196785350623,9,8,0.8888888888888888,6,6.558333333333334,month,6,6,1.6666666666666667,2.1872298410973334,78.84925212732844,estimated,partial,week
Quillayute fall salmon 2022,Standard,2022,11,400,boat,30.421851851851848,9,8,0.8888888888888888,NA,4.0333325,area_season,4,NA,2.25,0.4642781733239244,7.542609455543734,estimated_donor,partial,week
Quillayute fall salmon 2022,Standard,2022,11,402,bank,85.52336928267444,9,8,0.8888888888888888,NA,4.440702993197279,type_season,147,NA,1.8571428571428572,2.6383485167862046,19.258970801174463,estimated_donor,partial,week
Quillayute fall salmon 2022,Standard,2022,11,402,boat,80.4904732510288,9,8,0.8888888888888888,2,6.008335,month,2,2,1.5,4.254428157161665,13.396468947059178,estimated,partial,week
Quillayute fall salmon 2022,Standard,2022,11,404,bank,311.15889881910766,9,8,0.8888888888888888,9,4.88889,month,9,9,2.111111111111111,3.4136358793337935,63.64612392978931,estimated,partial,week
Quillayute fall salmon 2022,Standard,2022,11,404,boat,709.4356584362139,9,8,0.8888888888888888,23,6.299999565217392,month,23,23,2.4347826086956523,1.8645353091843708,112.60884244390161,estimated,partial,week
Quillayute fall salmon 2022,Standard,2022,11,406,bank,1675.8222541312598,9,8,0.8888888888888888,24,4.007637916666667,month,24,24,2,2.8114630821057025,418.15710125956605,estimated,partial,week
Quillayute fall salmon 2022,Standard,2022,11,406,boat,2100.527777777778,9,8,0.8888888888888888,32,6.4921884375,month,32,32,2.96875,2.236143560204905,323.54695154021823,estimated,partial,week
Quillayute fall salmon 2022,Standard,2022,12,398,bank,705.5190903861715,5,4,0.8,56,4.03958375,month,56,56,1.7321428571428572,2.2598727468764195,174.65143293196272,estimated,partial,week
Quillayute fall salmon 2022,Standard,2022,12,398,boat,547.068353909465,5,4,0.8,43,6.4310079069767445,month,43,43,2.2325581395348837,1.628859326149318,85.06728056048141,estimated,partial,week
Quillayute fall salmon 2022,Standard,2022,12,400,bank,551.9205203564256,5,4,0.8,11,4.89394,month,11,11,1.8181818181818181,2.578342390339188,112.77631527080955,estimated,partial,week
Quillayute fall salmon 2022,Standard,2022,12,400,boat,26.56395061728395,5,4,0.8,4,4.0333325,month,4,4,2.25,0.4642781733239244,6.58610481959619,estimated,partial,week
Quillayute fall salmon 2022,Standard,2022,12,402,bank,4.057803714562604,5,4,0.8,NA,4.440702993197279,type_season,147,NA,1.8571428571428572,2.6383485167862046,0.9137750758784725,estimated_donor,partial,week
Quillayute fall salmon 2022,Standard,2022,12,402,boat,0,5,4,0.8,NA,6.008335,area_season,2,NA,1.5,4.254428157161665,0,zero_effort,partial,week
Quillayute fall salmon 2022,Standard,2022,12,404,bank,92.21641402128188,5,4,0.8,1,2,month,1,1,3,3.2516544821600557,46.10820701064094,estimated,partial,week
Quillayute fall salmon 2022,Standard,2022,12,404,boat,43.02800411522634,5,4,0.8,3,5.83333,month,3,3,2,0.7466592261534042,7.37623349188651,estimated,partial,week
Quillayute fall salmon 2022,Standard,2022,12,406,bank,110.31118773631545,5,4,0.8,1,1.33333,month,1,1,1,2.8037572495582896,82.73359763623068,estimated,partial,week
Quillayute fall salmon 2022,Standard,2022,12,406,boat,41.20090534979424,5,4,0.8,NA,6.467677575757576,area_season,33,NA,3,2.20542587179754,6.370278182113657,estimated_donor,partial,week
Quillayute fall salmon 2023,Standard,2023,9,398,bank,0,10,0,0,NA,4.062120909090909,area_season,11,NA,2,2.357717962761681,0,zero_effort,partial,week
Quillayute fall salmon 2023,Standard,2023,9,398,boat,0,10,0,0,NA,6.514414054054054,area_season,37,NA,2.918918918918919,1.858800802582227,0,zero_effort,partial,week
Quillayute fall salmon 2023,Standard,2023,9,400,bank,0,10,0,0,NA,2.2555566666666667,area_season,6,NA,1.8333333333333333,1.546669473179925,0,zero_effort,partial,week
